PID,Trial,Condition,Measure,Response
47,4,Mismatched Hand,Body Ownership,1.0
47,5,Alien Hand,Body Ownership,1.0
47,6,Matched Hand,Body Ownership,3.0
47,7,Mismatched Hand,Body Ownership,0.0
47,8,Alien Hand,Body Ownership,1.0
47,9,Matched Hand,Body Ownership,3.0
48,1,Matched Hand,Body Ownership,1.0
48,2,Mismatched Hand,Body Ownership,-2.0
48,3,Alien Hand,Body Ownership,-3.0
48,4,Matched Hand,Body Ownership,3.0
48,5,Mismatched Hand,Body Ownership,-1.0
48,6,Alien Hand,Body Ownership,-2.0
48,7,Matched Hand,Body Ownership,3.0
48,8,Mismatched Hand,Body Ownership,-1.0
48,9,Alien Hand,Body Ownership,-3.0
49,1,Matched Hand,Body Ownership,3.0
49,2,Mismatched Hand,Body Ownership,3.0
49,3,Alien Hand,Body Ownership,3.0
49,4,Matched Hand,Body Ownership,3.0
49,5,Mismatched Hand,Body Ownership,3.0
49,6,Alien Hand,Body Ownership,2.0
49,7,Matched Hand,Body Ownership,2.0
49,8,Mismatched Hand,Body Ownership,1.0
49,9,Alien Hand,Body Ownership,1.0
50,1,Alien Hand,Body Ownership,1.0
50,2,Matched Hand,Body Ownership,3.0
50,3,Mismatched Hand,Body Ownership,1.0
50,4,Alien Hand,Body Ownership,-1.0
50,5,Matched Hand,Body Ownership,2.0
50,6,Mismatched Hand,Body Ownership,-2.0
50,7,Alien Hand,Body Ownership,-2.0
50,8,Matched Hand,Body Ownership,2.0
50,9,Mismatched Hand,Body Ownership,-1.0
51,1,Matched Hand,Body Ownership,1.0
51,2,Mismatched Hand,Body Ownership,-1.0
51,3,Alien Hand,Body Ownership,-3.0
51,4,Matched Hand,Body Ownership,1.0
51,5,Mismatched Hand,Body Ownership,-1.0
51,6,Alien Hand,Body Ownership,-3.0
51,7,Matched Hand,Body Ownership,1.0
51,8,Mismatched Hand,Body Ownership,-1.0
51,9,Alien Hand,Body Ownership,-3.0
52,1,Mismatched Hand,Body Ownership,-1.0
52,2,Matched Hand,Body Ownership,2.0
52,3,Alien Hand,Body Ownership,-3.0
52,4,Mismatched Hand,Body Ownership,-1.0
52,5,Matched Hand,Body Ownership,2.0
52,6,Alien Hand,Body Ownership,-2.0
52,7,Mismatched Hand,Body Ownership,1.0
52,8,Matched Hand,Body Ownership,2.0
52,9,Alien Hand,Body Ownership,-1.0
53,1,Alien Hand,Body Ownership,-1.0
53,2,Mismatched Hand,Body Ownership,2.0
53,3,Matched Hand,Body Ownership,2.0
53,4,Alien Hand,Body Ownership,-1.0
53,5,Mismatched Hand,Body Ownership,2.0
53,6,Matched Hand,Body Ownership,2.0
53,7,Alien Hand,Body Ownership,-3.0
53,8,Mismatched Hand,Body Ownership,2.0
53,9,Matched Hand,Body Ownership,0.0
54,1,Matched Hand,Body Ownership,2.0
54,2,Alien Hand,Body Ownership,0.0
54,3,Mismatched Hand,Body Ownership,-1.0
54,4,Matched Hand,Body Ownership,0.0
54,5,Alien Hand,Body Ownership,-3.0
54,6,Mismatched Hand,Body Ownership,0.0
54,7,Matched Hand,Body Ownership,0.0
54,8,Alien Hand,Body Ownership,1.0
54,9,Mismatched Hand,Body Ownership,0.0
55,1,Matched Hand,Body Ownership,0.0
55,2,Mismatched Hand,Body Ownership,-1.0
55,3,Alien Hand,Body Ownership,1.0
55,4,Matched Hand,Body Ownership,1.0
55,5,Mismatched Hand,Body Ownership,-1.0
55,6,Alien Hand,Body Ownership,1.0
55,7,Matched Hand,Body Ownership,2.0
55,8,Mismatched Hand,Body Ownership,2.0
55,9,Alien Hand,Body Ownership,1.0
56,1,Matched Hand,Body Ownership,3.0
56,2,Mismatched Hand,Body Ownership,-2.0
56,3,Alien Hand,Body Ownership,2.0
56,4,Matched Hand,Body Ownership,3.0
56,5,Mismatched Hand,Body Ownership,3.0
56,6,Alien Hand,Body Ownership,3.0
56,7,Matched Hand,Body Ownership,3.0
56,8,Mismatched Hand,Body Ownership,3.0
56,9,Alien Hand,Body Ownership,3.0
57,1,Matched Hand,Body Ownership,0.0
57,2,Alien Hand,Body Ownership,0.0
57,3,Mismatched Hand,Body Ownership,0.0
57,4,Matched Hand,Body Ownership,0.0
57,5,Alien Hand,Body Ownership,0.0
57,6,Mismatched Hand,Body Ownership,0.0
57,7,Matched Hand,Body Ownership,0.0
57,8,Alien Hand,Body Ownership,0.0
57,9,Mismatched Hand,Body Ownership,0.0
58,1,Alien Hand,Body Ownership,-1.0
58,2,Mismatched Hand,Body Ownership,0.0
58,3,Matched Hand,Body Ownership,2.0
58,4,Alien Hand,Body Ownership,-2.0
58,5,Mismatched Hand,Body Ownership,-1.0
58,6,Matched Hand,Body Ownership,1.0
58,7,Alien Hand,Body Ownership,-1.0
58,8,Mismatched Hand,Body Ownership,-1.0
58,9,Matched Hand,Body Ownership,1.0
59,1,Alien Hand,Body Ownership,1.0
59,2,Mismatched Hand,Body Ownership,2.0
59,3,Matched Hand,Body Ownership,3.0
59,4,Alien Hand,Body Ownership,2.0
59,5,Mismatched Hand,Body Ownership,2.0
59,6,Matched Hand,Body Ownership,3.0
59,7,Alien Hand,Body Ownership,2.0
59,8,Mismatched Hand,Body Ownership,2.0
59,9,Matched Hand,Body Ownership,3.0
60,1,Matched Hand,Body Ownership,2.0
60,2,Mismatched Hand,Body Ownership,-1.0
60,3,Alien Hand,Body Ownership,-2.0
60,4,Matched Hand,Body Ownership,2.0
60,5,Mismatched Hand,Body Ownership,0.0
60,6,Alien Hand,Body Ownership,-1.0
60,7,Matched Hand,Body Ownership,2.0
60,8,Mismatched Hand,Body Ownership,0.0
60,9,Alien Hand,Body Ownership,-1.0
61,1,Matched Hand,Body Ownership,2.0
61,2,Mismatched Hand,Body Ownership,-1.0
61,3,Alien Hand,Body Ownership,-3.0
61,4,Matched Hand,Body Ownership,2.0
61,5,Mismatched Hand,Body Ownership,1.0
61,6,Alien Hand,Body Ownership,-3.0
61,7,Matched Hand,Body Ownership,2.0
61,8,Mismatched Hand,Body Ownership,1.0
61,9,Alien Hand,Body Ownership,-1.0
62,1,Mismatched Hand,Body Ownership,-1.0
62,2,Matched Hand,Body Ownership,2.0
62,3,Alien Hand,Body Ownership,-3.0
62,4,Mismatched Hand,Body Ownership,-1.0
62,5,Matched Hand,Body Ownership,0.0
62,6,Alien Hand,Body Ownership,1.0
62,7,Mismatched Hand,Body Ownership,-2.0
62,8,Matched Hand,Body Ownership,0.0
62,9,Alien Hand,Body Ownership,-3.0
63,1,Matched Hand,Body Ownership,3.0
63,2,Mismatched Hand,Body Ownership,3.0
63,3,Alien Hand,Body Ownership,3.0
63,4,Matched Hand,Body Ownership,3.0
63,5,Mismatched Hand,Body Ownership,0.0
63,6,Alien Hand,Body Ownership,3.0
63,7,Matched Hand,Body Ownership,2.0
63,8,Mismatched Hand,Body Ownership,2.0
63,9,Alien Hand,Body Ownership,2.0
64,1,Mismatched Hand,Body Ownership,-2.0
64,2,Matched Hand,Body Ownership,3.0
64,3,Alien Hand,Body Ownership,-3.0
64,4,Mismatched Hand,Body Ownership,3.0
64,5,Matched Hand,Body Ownership,3.0
64,6,Alien Hand,Body Ownership,-3.0
64,7,Mismatched Hand,Body Ownership,1.0
64,8,Matched Hand,Body Ownership,3.0
64,9,Alien Hand,Body Ownership,-2.0
65,1,Mismatched Hand,Body Ownership,2.0
65,2,Matched Hand,Body Ownership,2.0
65,3,Alien Hand,Body Ownership,1.0
65,4,Mismatched Hand,Body Ownership,2.0
65,5,Matched Hand,Body Ownership,3.0
65,6,Alien Hand,Body Ownership,2.0
65,7,Mismatched Hand,Body Ownership,2.0
65,8,Matched Hand,Body Ownership,2.0
65,9,Alien Hand,Body Ownership,2.0
66,1,Mismatched Hand,Body Ownership,-2.0
66,2,Matched Hand,Body Ownership,3.0
66,3,Alien Hand,Body Ownership,-2.0
66,4,Mismatched Hand,Body Ownership,-2.0
66,5,Matched Hand,Body Ownership,2.0
66,6,Alien Hand,Body Ownership,-2.0
66,7,Mismatched Hand,Body Ownership,-2.0
66,8,Matched Hand,Body Ownership,2.0
66,9,Alien Hand,Body Ownership,-2.0
67,1,Mismatched Hand,Body Ownership,1.0
67,2,Matched Hand,Body Ownership,2.0
67,3,Alien Hand,Body Ownership,0.0
67,4,Mismatched Hand,Body Ownership,0.0
67,5,Matched Hand,Body Ownership,2.0
67,6,Alien Hand,Body Ownership,0.0
67,7,Mismatched Hand,Body Ownership,1.0
67,8,Matched Hand,Body Ownership,2.0
67,9,Alien Hand,Body Ownership,-1.0
68,1,Alien Hand,Body Ownership,2.0
68,2,Mismatched Hand,Body Ownership,1.0
68,3,Matched Hand,Body Ownership,1.0
68,4,Alien Hand,Body Ownership,1.0
68,5,Mismatched Hand,Body Ownership,2.0
68,6,Matched Hand,Body Ownership,2.0
68,7,Alien Hand,Body Ownership,-1.0
68,8,Mismatched Hand,Body Ownership,1.0
68,9,Matched Hand,Body Ownership,2.0
69,1,Mismatched Hand,Body Ownership,1.0
69,2,Matched Hand,Body Ownership,2.0
69,3,Alien Hand,Body Ownership,1.0
69,4,Mismatched Hand,Body Ownership,2.0
69,5,Matched Hand,Body Ownership,2.0
69,6,Alien Hand,Body Ownership,-2.0
69,7,Mismatched Hand,Body Ownership,1.0
69,8,Matched Hand,Body Ownership,2.0
69,9,Alien Hand,Body Ownership,-2.0
70,1,Mismatched Hand,Body Ownership,2.0
70,2,Alien Hand,Body Ownership,2.0
70,3,Matched Hand,Body Ownership,3.0
70,4,Mismatched Hand,Body Ownership,1.0
70,5,Alien Hand,Body Ownership,2.0
70,6,Matched Hand,Body Ownership,3.0
70,7,Mismatched Hand,Body Ownership,1.0
70,8,Alien Hand,Body Ownership,2.0
70,9,Matched Hand,Body Ownership,3.0
71,1,Mismatched Hand,Body Ownership,3.0
71,2,Matched Hand,Body Ownership,3.0
71,3,Alien Hand,Body Ownership,2.0
71,4,Mismatched Hand,Body Ownership,1.0
71,5,Matched Hand,Body Ownership,3.0
71,6,Alien Hand,Body Ownership,-3.0
71,7,Mismatched Hand,Body Ownership,2.0
71,8,Matched Hand,Body Ownership,3.0
71,9,Alien Hand,Body Ownership,2.0
72,1,Mismatched Hand,Body Ownership,1.0
72,2,Matched Hand,Body Ownership,1.0
72,3,Alien Hand,Body Ownership,-1.0
72,4,Mismatched Hand,Body Ownership,1.0
72,5,Matched Hand,Body Ownership,1.0
72,6,Alien Hand,Body Ownership,-1.0
72,7,Mismatched Hand,Body Ownership,1.0
72,8,Matched Hand,Body Ownership,1.0
72,9,Alien Hand,Body Ownership,-2.0
73,1,Matched Hand,Body Ownership,2.0
73,2,Mismatched Hand,Body Ownership,2.0
73,3,Alien Hand,Body Ownership,1.0
73,4,Matched Hand,Body Ownership,2.0
73,5,Mismatched Hand,Body Ownership,2.0
73,6,Alien Hand,Body Ownership,1.0
73,7,Matched Hand,Body Ownership,2.0
73,8,Mismatched Hand,Body Ownership,2.0
73,9,Alien Hand,Body Ownership,2.0
74,1,Alien Hand,Body Ownership,2.0
74,2,Mismatched Hand,Body Ownership,-2.0
74,3,Matched Hand,Body Ownership,2.0
74,4,Alien Hand,Body Ownership,-1.0
74,5,Mismatched Hand,Body Ownership,-2.0
74,6,Matched Hand,Body Ownership,2.0
74,7,Alien Hand,Body Ownership,2.0
74,8,Mismatched Hand,Body Ownership,1.0
74,9,Matched Hand,Body Ownership,2.0
75,1,Matched Hand,Body Ownership,3.0
75,2,Mismatched Hand,Body Ownership,-1.0
75,3,Alien Hand,Body Ownership,-1.0
75,4,Matched Hand,Body Ownership,3.0
75,5,Mismatched Hand,Body Ownership,-1.0
75,6,Alien Hand,Body Ownership,-1.0
75,7,Matched Hand,Body Ownership,2.0
75,8,Mismatched Hand,Body Ownership,-1.0
75,9,Alien Hand,Body Ownership,-1.0
76,1,Alien Hand,Body Ownership,2.0
76,2,Mismatched Hand,Body Ownership,2.0
76,3,Matched Hand,Body Ownership,3.0
76,4,Alien Hand,Body Ownership,1.0
76,5,Mismatched Hand,Body Ownership,1.0
76,6,Matched Hand,Body Ownership,2.0
76,7,Alien Hand,Body Ownership,0.0
76,8,Mismatched Hand,Body Ownership,2.0
76,9,Matched Hand,Body Ownership,2.0
77,1,Alien Hand,Body Ownership,-3.0
77,2,Matched Hand,Body Ownership,3.0
77,3,Mismatched Hand,Body Ownership,-3.0
77,4,Alien Hand,Body Ownership,-2.0
77,5,Matched Hand,Body Ownership,3.0
77,6,Mismatched Hand,Body Ownership,-3.0
77,7,Alien Hand,Body Ownership,-3.0
77,8,Matched Hand,Body Ownership,3.0
77,9,Mismatched Hand,Body Ownership,-3.0
78,1,Alien Hand,Body Ownership,0.0
78,2,Mismatched Hand,Body Ownership,1.0
78,3,Matched Hand,Body Ownership,2.0
78,4,Alien Hand,Body Ownership,0.0
78,5,Mismatched Hand,Body Ownership,2.0
78,6,Matched Hand,Body Ownership,2.0
78,7,Alien Hand,Body Ownership,-1.0
78,8,Mismatched Hand,Body Ownership,1.0
78,9,Matched Hand,Body Ownership,2.0
79,1,Mismatched Hand,Body Ownership,3.0
79,2,Alien Hand,Body Ownership,1.0
79,3,Matched Hand,Body Ownership,2.0
79,4,Mismatched Hand,Body Ownership,3.0
79,5,Alien Hand,Body Ownership,-2.0
79,6,Matched Hand,Body Ownership,1.0
79,7,Mismatched Hand,Body Ownership,3.0
79,8,Alien Hand,Body Ownership,-2.0
79,9,Matched Hand,Body Ownership,1.0
80,1,Alien Hand,Body Ownership,1.0
80,2,Mismatched Hand,Body Ownership,2.0
80,3,Matched Hand,Body Ownership,2.0
80,4,Alien Hand,Body Ownership,0.0
80,5,Mismatched Hand,Body Ownership,1.0
80,6,Matched Hand,Body Ownership,3.0
80,7,Alien Hand,Body Ownership,1.0
80,8,Mismatched Hand,Body Ownership,3.0
80,9,Matched Hand,Body Ownership,3.0
81,1,Mismatched Hand,Body Ownership,1.0
81,2,Matched Hand,Body Ownership,2.0
81,3,Alien Hand,Body Ownership,-1.0
81,4,Mismatched Hand,Body Ownership,1.0
81,5,Matched Hand,Body Ownership,2.0
81,6,Alien Hand,Body Ownership,1.0
81,7,Mismatched Hand,Body Ownership,0.0
81,8,Matched Hand,Body Ownership,3.0
81,9,Alien Hand,Body Ownership,-1.0
82,1,Matched Hand,Body Ownership,1.0
82,2,Alien Hand,Body Ownership,-1.0
82,3,Mismatched Hand,Body Ownership,-1.0
82,4,Matched Hand,Body Ownership,3.0
82,5,Alien Hand,Body Ownership,-2.0
82,6,Mismatched Hand,Body Ownership,-1.0
82,7,Matched Hand,Body Ownership,3.0
82,8,Alien Hand,Body Ownership,-1.0
82,9,Mismatched Hand,Body Ownership,-1.0
83,1,Mismatched Hand,Body Ownership,0.0
83,2,Alien Hand,Body Ownership,-1.0
83,3,Matched Hand,Body Ownership,0.0
83,4,Mismatched Hand,Body Ownership,-1.0
83,5,Alien Hand,Body Ownership,1.0
83,6,Matched Hand,Body Ownership,1.0
83,7,Mismatched Hand,Body Ownership,-2.0
83,8,Alien Hand,Body Ownership,-1.0
83,9,Matched Hand,Body Ownership,1.0
84,1,Mismatched Hand,Body Ownership,0.0
84,2,Matched Hand,Body Ownership,1.0
84,3,Alien Hand,Body Ownership,-3.0
84,4,Mismatched Hand,Body Ownership,0.0
84,5,Matched Hand,Body Ownership,1.0
84,6,Alien Hand,Body Ownership,-3.0
84,7,Mismatched Hand,Body Ownership,-3.0
84,8,Matched Hand,Body Ownership,1.0
84,9,Alien Hand,Body Ownership,-3.0
85,1,Mismatched Hand,Body Ownership,3.0
85,2,Matched Hand,Body Ownership,3.0
85,3,Alien Hand,Body Ownership,0.0
85,4,Mismatched Hand,Body Ownership,3.0
85,5,Matched Hand,Body Ownership,3.0
85,6,Alien Hand,Body Ownership,1.0
85,7,Mismatched Hand,Body Ownership,1.0
85,8,Matched Hand,Body Ownership,3.0
85,9,Alien Hand,Body Ownership,3.0
86,1,Mismatched Hand,Body Ownership,-3.0
86,2,Matched Hand,Body Ownership,-3.0
86,3,Alien Hand,Body Ownership,-2.0
86,4,Mismatched Hand,Body Ownership,-3.0
86,5,Matched Hand,Body Ownership,1.0
86,6,Alien Hand,Body Ownership,-3.0
86,7,Mismatched Hand,Body Ownership,-3.0
86,8,Matched Hand,Body Ownership,1.0
86,9,Alien Hand,Body Ownership,-3.0
87,1,Mismatched Hand,Body Ownership,2.0
87,2,Matched Hand,Body Ownership,2.0
87,3,Alien Hand,Body Ownership,3.0
87,4,Mismatched Hand,Body Ownership,1.0
87,5,Matched Hand,Body Ownership,2.0
87,6,Alien Hand,Body Ownership,1.0
87,7,Mismatched Hand,Body Ownership,0.0
87,8,Matched Hand,Body Ownership,2.0
87,9,Alien Hand,Body Ownership,0.0
88,1,Mismatched Hand,Body Ownership,2.0
88,2,Matched Hand,Body Ownership,1.0
88,3,Alien Hand,Body Ownership,-3.0
88,4,Mismatched Hand,Body Ownership,-1.0
88,5,Matched Hand,Body Ownership,1.0
88,6,Alien Hand,Body Ownership,0.0
88,7,Mismatched Hand,Body Ownership,1.0
88,8,Matched Hand,Body Ownership,-3.0
88,9,Alien Hand,Body Ownership,2.0
89,1,Mismatched Hand,Body Ownership,1.0
89,2,Matched Hand,Body Ownership,-1.0
89,3,Alien Hand,Body Ownership,-2.0
89,4,Mismatched Hand,Body Ownership,0.0
89,5,Matched Hand,Body Ownership,-2.0
89,6,Alien Hand,Body Ownership,-3.0
89,7,Mismatched Hand,Body Ownership,0.0
89,8,Matched Hand,Body Ownership,-2.0
89,9,Alien Hand,Body Ownership,-3.0
90,1,Alien Hand,Body Ownership,0.0
90,2,Matched Hand,Body Ownership,-1.0
90,3,Mismatched Hand,Body Ownership,1.0
90,4,Alien Hand,Body Ownership,-2.0
90,5,Matched Hand,Body Ownership,-1.0
90,6,Mismatched Hand,Body Ownership,1.0
90,7,Alien Hand,Body Ownership,-2.0
90,8,Matched Hand,Body Ownership,-1.0
90,9,Mismatched Hand,Body Ownership,1.0
91,1,Mismatched Hand,Body Ownership,3.0
91,2,Alien Hand,Body Ownership,3.0
91,3,Matched Hand,Body Ownership,3.0
91,4,Mismatched Hand,Body Ownership,1.0
91,5,Alien Hand,Body Ownership,-1.0
91,6,Matched Hand,Body Ownership,2.0
91,7,Mismatched Hand,Body Ownership,1.0
91,8,Alien Hand,Body Ownership,0.0
91,9,Matched Hand,Body Ownership,2.0
92,1,Alien Hand,Body Ownership,-1.0
92,2,Matched Hand,Body Ownership,0.0
92,3,Mismatched Hand,Body Ownership,-1.0
92,4,Alien Hand,Body Ownership,-1.0
92,5,Matched Hand,Body Ownership,1.0
92,6,Mismatched Hand,Body Ownership,-1.0
92,7,Alien Hand,Body Ownership,-2.0
92,8,Matched Hand,Body Ownership,1.0
92,9,Mismatched Hand,Body Ownership,-1.0
93,1,Mismatched Hand,Body Ownership,1.0
93,2,Matched Hand,Body Ownership,2.0
93,3,Alien Hand,Body Ownership,-3.0
93,4,Mismatched Hand,Body Ownership,1.0
93,5,Matched Hand,Body Ownership,2.0
93,6,Alien Hand,Body Ownership,-3.0
93,7,Mismatched Hand,Body Ownership,1.0
93,8,Matched Hand,Body Ownership,2.0
93,9,Alien Hand,Body Ownership,-3.0
94,1,Alien Hand,Body Ownership,1.0
94,2,Matched Hand,Body Ownership,2.0
94,3,Mismatched Hand,Body Ownership,-1.0
94,4,Alien Hand,Body Ownership,-1.0
94,5,Matched Hand,Body Ownership,3.0
94,6,Mismatched Hand,Body Ownership,0.0
94,7,Alien Hand,Body Ownership,-2.0
94,8,Matched Hand,Body Ownership,2.0
94,9,Mismatched Hand,Body Ownership,1.0
95,1,Mismatched Hand,Body Ownership,1.0
95,2,Matched Hand,Body Ownership,2.0
95,3,Alien Hand,Body Ownership,-2.0
95,4,Mismatched Hand,Body Ownership,-1.0
95,5,Matched Hand,Body Ownership,2.0
95,6,Alien Hand,Body Ownership,-3.0
95,7,Mismatched Hand,Body Ownership,-2.0
95,8,Matched Hand,Body Ownership,2.0
95,9,Alien Hand,Body Ownership,-3.0
96,1,Matched Hand,Body Ownership,1.0
96,2,Mismatched Hand,Body Ownership,-2.0
96,3,Alien Hand,Body Ownership,-2.0
96,4,Matched Hand,Body Ownership,0.0
96,5,Mismatched Hand,Body Ownership,3.0
96,6,Alien Hand,Body Ownership,2.0
96,7,Matched Hand,Body Ownership,2.0
96,8,Mismatched Hand,Body Ownership,-1.0
96,9,Alien Hand,Body Ownership,-2.0
97,1,Matched Hand,Body Ownership,2.0
97,2,Alien Hand,Body Ownership,-3.0
97,3,Mismatched Hand,Body Ownership,0.0
97,4,Matched Hand,Body Ownership,2.0
97,5,Alien Hand,Body Ownership,-3.0
97,6,Mismatched Hand,Body Ownership,0.0
97,7,Matched Hand,Body Ownership,3.0
97,8,Alien Hand,Body Ownership,-3.0
97,9,Mismatched Hand,Body Ownership,0.0
98,1,Alien Hand,Body Ownership,3.0
98,2,Mismatched Hand,Body Ownership,3.0
98,3,Matched Hand,Body Ownership,3.0
98,4,Alien Hand,Body Ownership,3.0
98,5,Mismatched Hand,Body Ownership,3.0
98,6,Matched Hand,Body Ownership,3.0
98,7,Alien Hand,Body Ownership,3.0
98,8,Mismatched Hand,Body Ownership,3.0
98,9,Matched Hand,Body Ownership,3.0
99,1,Matched Hand,Body Ownership,1.0
99,2,Alien Hand,Body Ownership,1.0
99,3,Mismatched Hand,Body Ownership,1.0
99,4,Matched Hand,Body Ownership,1.0
99,5,Alien Hand,Body Ownership,1.0
99,6,Mismatched Hand,Body Ownership,1.0
99,7,Matched Hand,Body Ownership,1.0
99,8,Alien Hand,Body Ownership,-1.0
99,9,Mismatched Hand,Body Ownership,-1.0
100,1,Matched Hand,Body Ownership,-1.0
100,2,Mismatched Hand,Body Ownership,0.0
100,3,Alien Hand,Body Ownership,-3.0
100,4,Matched Hand,Body Ownership,0.0
100,5,Mismatched Hand,Body Ownership,-3.0
100,6,Alien Hand,Body Ownership,-3.0
100,7,Matched Hand,Body Ownership,3.0
100,8,Mismatched Hand,Body Ownership,-3.0
100,9,Alien Hand,Body Ownership,-3.0
101,1,Matched Hand,Body Ownership,-1.0
101,2,Mismatched Hand,Body Ownership,2.0
101,3,Alien Hand,Body Ownership,1.0
101,4,Matched Hand,Body Ownership,1.0
101,5,Mismatched Hand,Body Ownership,2.0
101,6,Alien Hand,Body Ownership,-3.0
101,7,Matched Hand,Body Ownership,1.0
101,8,Mismatched Hand,Body Ownership,0.0
101,9,Alien Hand,Body Ownership,-3.0
102,1,Alien Hand,Body Ownership,1.0
102,2,Mismatched Hand,Body Ownership,-3.0
102,3,Matched Hand,Body Ownership,2.0
102,4,Alien Hand,Body Ownership,0.0
102,5,Mismatched Hand,Body Ownership,0.0
102,6,Matched Hand,Body Ownership,2.0
102,7,Alien Hand,Body Ownership,-2.0
102,8,Mismatched Hand,Body Ownership,-1.0
102,9,Matched Hand,Body Ownership,2.0
103,1,Alien Hand,Body Ownership,-2.0
103,2,Matched Hand,Body Ownership,3.0
103,3,Mismatched Hand,Body Ownership,3.0
103,4,Alien Hand,Body Ownership,1.0
103,5,Matched Hand,Body Ownership,3.0
103,6,Mismatched Hand,Body Ownership,2.0
103,7,Alien Hand,Body Ownership,-2.0
103,8,Matched Hand,Body Ownership,3.0
103,9,Mismatched Hand,Body Ownership,3.0
104,1,Matched Hand,Body Ownership,3.0
104,2,Alien Hand,Body Ownership,-1.0
104,3,Mismatched Hand,Body Ownership,2.0
104,4,Matched Hand,Body Ownership,3.0
104,5,Alien Hand,Body Ownership,-3.0
104,6,Mismatched Hand,Body Ownership,2.0
104,7,Matched Hand,Body Ownership,2.0
104,8,Alien Hand,Body Ownership,2.0
104,9,Mismatched Hand,Body Ownership,3.0
105,1,Alien Hand,Body Ownership,-1.0
105,2,Mismatched Hand,Body Ownership,-1.0
105,3,Matched Hand,Body Ownership,1.0
105,4,Alien Hand,Body Ownership,0.0
105,5,Mismatched Hand,Body Ownership,0.0
105,6,Matched Hand,Body Ownership,1.0
105,7,Alien Hand,Body Ownership,-1.0
105,8,Mismatched Hand,Body Ownership,-1.0
105,9,Matched Hand,Body Ownership,1.0
106,1,Alien Hand,Body Ownership,3.0
106,2,Mismatched Hand,Body Ownership,3.0
106,3,Matched Hand,Body Ownership,2.0
106,4,Alien Hand,Body Ownership,-1.0
106,5,Mismatched Hand,Body Ownership,2.0
106,6,Matched Hand,Body Ownership,3.0
106,7,Alien Hand,Body Ownership,3.0
106,8,Mismatched Hand,Body Ownership,1.0
106,9,Matched Hand,Body Ownership,3.0
107,1,Matched Hand,Body Ownership,1.0
107,2,Mismatched Hand,Body Ownership,-2.0
107,3,Alien Hand,Body Ownership,-2.0
107,4,Matched Hand,Body Ownership,0.0
107,5,Mismatched Hand,Body Ownership,-2.0
107,6,Alien Hand,Body Ownership,-3.0
107,7,Matched Hand,Body Ownership,2.0
107,8,Mismatched Hand,Body Ownership,-2.0
107,9,Alien Hand,Body Ownership,-3.0
108,1,Mismatched Hand,Body Ownership,1.0
108,2,Matched Hand,Body Ownership,2.0
108,3,Alien Hand,Body Ownership,0.0
108,4,Mismatched Hand,Body Ownership,1.0
108,5,Matched Hand,Body Ownership,0.0
108,6,Alien Hand,Body Ownership,0.0
108,7,Mismatched Hand,Body Ownership,1.0
108,8,Matched Hand,Body Ownership,1.0
108,9,Alien Hand,Body Ownership,1.0
109,1,Matched Hand,Body Ownership,-1.0
109,2,Alien Hand,Body Ownership,-3.0
109,3,Mismatched Hand,Body Ownership,-1.0
109,4,Matched Hand,Body Ownership,0.0
109,5,Alien Hand,Body Ownership,-3.0
109,6,Mismatched Hand,Body Ownership,2.0
109,7,Matched Hand,Body Ownership,0.0
109,8,Alien Hand,Body Ownership,-2.0
109,9,Mismatched Hand,Body Ownership,2.0
110,1,Alien Hand,Body Ownership,3.0
110,2,Matched Hand,Body Ownership,2.0
110,3,Mismatched Hand,Body Ownership,2.0
110,4,Alien Hand,Body Ownership,2.0
110,5,Matched Hand,Body Ownership,2.0
110,6,Mismatched Hand,Body Ownership,3.0
110,7,Alien Hand,Body Ownership,2.0
110,8,Matched Hand,Body Ownership,3.0
110,9,Mismatched Hand,Body Ownership,2.0
111,1,Matched Hand,Body Ownership,1.0
111,2,Mismatched Hand,Body Ownership,2.0
111,3,Alien Hand,Body Ownership,-2.0
111,4,Matched Hand,Body Ownership,2.0
111,5,Mismatched Hand,Body Ownership,3.0
111,6,Alien Hand,Body Ownership,1.0
111,7,Matched Hand,Body Ownership,3.0
111,8,Mismatched Hand,Body Ownership,2.0
111,9,Alien Hand,Body Ownership,1.0
112,1,Alien Hand,Body Ownership,2.0
112,2,Mismatched Hand,Body Ownership,3.0
112,3,Matched Hand,Body Ownership,3.0
112,4,Alien Hand,Body Ownership,-3.0
112,5,Mismatched Hand,Body Ownership,3.0
112,6,Matched Hand,Body Ownership,3.0
112,7,Alien Hand,Body Ownership,-3.0
112,8,Mismatched Hand,Body Ownership,3.0
112,9,Matched Hand,Body Ownership,3.0
113,1,Mismatched Hand,Body Ownership,-1.0
113,2,Alien Hand,Body Ownership,-2.0
113,3,Matched Hand,Body Ownership,1.0
113,4,Mismatched Hand,Body Ownership,-1.0
113,5,Alien Hand,Body Ownership,-2.0
113,6,Matched Hand,Body Ownership,2.0
113,7,Mismatched Hand,Body Ownership,-1.0
113,8,Alien Hand,Body Ownership,-3.0
113,9,Matched Hand,Body Ownership,2.0
114,1,Matched Hand,Body Ownership,2.0
114,2,Alien Hand,Body Ownership,-1.0
114,3,Mismatched Hand,Body Ownership,1.0
114,4,Matched Hand,Body Ownership,1.0
114,5,Alien Hand,Body Ownership,-1.0
114,6,Mismatched Hand,Body Ownership,1.0
114,7,Matched Hand,Body Ownership,1.0
114,8,Alien Hand,Body Ownership,-1.0
